"Date","AMSTEOE","DAXINDX","FTSE100","HNGKNGI","JAPDOWA","SNGALLS","SPCOMP"
20/02/87,237.98,1265.44,1961.5,2827.4,20080.39,317.97,285.48
23/02/87,235.26,1242.94,1939.7,2879.01,19940.5,315.63,282.38
24/02/87,235.54,1239.86,1946.8,2848.19,20076.5,315.2,282.88
25/02/87,236.24,1250.98,1973.1,2873.58,20186.3,317.81,284
26/02/87,235.27,1243.87,1980.2,2843.6,20453.89,317.31,282.96
27/02/87,233.95,1244.36,1979.2,2877.87,20421.64,318.31,284.2
02/03/87,235.27,1236.55,1983.1,2894.26,20933.8,317.93,283
03/03/87,231.18,1244.02,1998.3,2939.05,20971.39,316.05,284.12
04/03/87,234.08,1256.7,2002.7,2890.93,21031.69,318.93,288.62
05/03/87,236.76,1273.63,2002.8,2798.44,21176.02,321.35,290.52
06/03/87,236.48,1262.8,1998.2,2798.24,21105.8,321.93,290.66
09/03/87,236.56,1275.19,1973.7,2820.38,21166.39,322.18,288.3
10/03/87,237.21,1264.03,1987.7,2731.05,21214.5,322.32,290.86
11/03/87,240.62,1253.39,1979.4,2760.9,21313,320.49,290.31
12/03/87,242.07,1250.23,1989.7,2750.14,21470.19,318.75,291.22
13/03/87,243.77,1243.09,2000,2721.17,21497.89,313.99,289.89
16/03/87,241.31,1238.37,1991.8,2669.57,21415.39,312.78,288.23
17/03/87,241.27,1220.85,2006.3,2629.28,21514.69,307.34,292.47
18/03/87,244.49,1214.38,2006.6,2724.01,21705.1,311.17,292.78
19/03/87,239.92,1179.83,1991,2721.28,21644.3,312.17,294.08
20/03/87,241.28,1196.12,2017.5,2780.55,21657.6,318.43,298.17
23/03/87,242.68,1217.32,2033,2813.4,21588.19,318.87,301.16
24/03/87,241.29,1235.58,2056.2,2828.07,21435.3,315.47,301.64
25/03/87,238.78,1240.45,2042.9,2831.5,21473,319.97,300.38
26/03/87,239.27,1270.5,2037.8,2783.12,21558.8,319.93,300.93
27/03/87,242.3,1306.8,2048.6,2798.74,22026.6,319.15,296.13
30/03/87,244.8,1296.76,2002.5,2774.88,21627.6,317.27,289.2
31/03/87,241.56,1301.71,1997.6,2713.81,21566.69,314.02,291.7
01/04/87,241.56,1332.54,1973.1,2695.91,22040.19,309.83,292.39
02/04/87,246.91,1334.32,1987.7,2709.41,22367.69,313.64,293.63
03/04/87,247.19,1335.33,1965.1,2679.99,22410.8,316.37,300.41
06/04/87,253.87,1358.2,1989.6,2679.99,22586.1,317.86,301.95
07/04/87,255.99,1331.35,1987,2664.7,22784.6,316.47,296.69
08/04/87,256.01,1337.45,1976.7,2729.55,22913,319.28,297.26
09/04/87,253.57,1327.37,1962.8,2785.47,22922.19,322.75,292.86
10/04/87,249.28,1297.95,1936.7,2766.41,23216.5,323.57,292.49
13/04/87,248.01,1282.22,1917.1,2708.94,22919.5,326.7,285.62
14/04/87,244.44,1299.96,1908.9,2668.35,23524.1,326.02,279.16
15/04/87,246.84,1312.12,1922.2,2693.62,23510.69,325.77,284.44
16/04/87,248.98,1323.28,1949.4,2721.12,23868.43,325.77,286.91
17/04/87,248.98,1323.28,1949.4,2721.12,23868.43,325.77,286.91
20/04/87,248.98,1323.28,1949.4,2721.12,23868.43,329.28,286.09
21/04/87,246.1,1312.6,1940.2,2713.36,23886.1,334.03,293.07
22/04/87,248.93,1343.66,1955.7,2716.89,24097.69,338.46,287.19
23/04/87,246.88,1336.11,1968.3,2719.89,24024.6,336.28,286.82
24/04/87,244.44,1315.21,2001.5,2707.61,24006.3,337.16,281.52
27/04/87,239.04,1282.11,1986.6,2636.47,23072.39,338.03,281.83
28/04/87,239.04,1310.52,2022.1,2617.08,22889.89,337.68,282.51
29/04/87,241.68,1314.43,2038.6,2589.54,22889.89,335.09,284.57
30/04/87,241.68,1308.14,2050.5,2659.85,23274.8,334.57,288.36
01/05/87,240.89,1308.14,2068.5,2685.37,23680.8,334.57,288.03
04/05/87,239.08,1309.63,2068.5,2685.75,23680.8,334.55,289.36
05/05/87,238.56,1311.41,2065.1,2713.83,23680.8,336.54,295.34
06/05/87,242.23,1326.7,2086.5,2792.89,23918.5,336.8,295.47
07/05/87,244.2,1328.86,2077.9,2785.56,24207.55,336.24,294.71
08/05/87,244.87,1324.95,2126.5,2805.06,24589.23,336.87,293.37
11/05/87,246.76,1323.35,2163.3,2846.93,24608.22,340.96,291.57
12/05/87,245.36,1314.05,2143.3,2853.42,24535.85,340.96,293.3
13/05/87,245.49,1324.88,2163.4,2833.53,24363.19,347.42,293.98
14/05/87,245.28,1312.46,2180,2853.92,24651.44,352.28,294.24
15/05/87,244.87,1310.82,2189.7,2872.19,24729.02,353.85,287.43
18/05/87,244.84,1294.83,2192.1,2875.45,24298.98,354.08,286.65
19/05/87,246.07,1299.21,2214.3,2881.47,24077.88,355.63,279.62
20/05/87,240.32,1270.99,2174,2878.1,23419.6,356.38,278.21
21/05/87,242,1283.18,2153.7,2870.91,23754.01,357.95,280.17
22/05/87,240.37,1283.3,2167.5,2897.62,24156.69,354.82,282.16
25/05/87,238.95,1280.73,2167.5,2926.1,24582.77,358.01,282.16
26/05/87,240.66,1293,2153.4,2935.88,24580.85,358.88,289.11
27/05/87,240.2,1306.39,2145.7,2942.92,24539.75,357.94,288.73
28/05/87,240.2,1306.39,2157.4,2949.06,24433.64,360.88,290.76
29/05/87,240.2,1316.43,2203,2919.7,24772.39,360.88,290.1
01/06/87,240.76,1328.89,2228.2,2919.7,24992.77,367.46,289.83
02/06/87,237.43,1310.67,2219.6,2934.19,24902.63,366.87,288.46
03/06/87,238.21,1311.79,2235.4,2985.1,25049.39,369.11,293.47
04/06/87,239.77,1306.28,2214.2,3023.6,25366.1,367.95,295.09
05/06/87,238.56,1308.18,2228.8,3064.33,25271.3,368.56,293.45
